user_id,age,churn_date,city,first_name,last_name,reg_date,tariff
1092,73,,Ижевск,Вениамин,Амельченко,2018-06-19,smart
1093,73,,Санкт-Петербург,Вероника,Лапина,2018-06-29,smart
1094,37,,Новосибирск,Даниэла,Пугачева,2018-05-28,ultra
1095,70,,Новосибирск,Марианна,Кабанова,2018-12-23,smart
1096,60,,Брянск,Мариетта,Абашкина,2018-04-01,ultra
1097,29,,Краснодар,Алла,Кулешова,2018-06-25,ultra
1098,39,,Челябинск,Элеонора,Озерова,2018-06-23,smart
1099,67,,Тольятти,Аюна,Сергеева,2018-03-16,ultra
1100,58,,Санкт-Петербург,Руслан,Красильников,2018-07-02,smart
1101,27,,Казань,Онисим,Колобов,2018-05-21,smart
1102,28,,Москва,Марта,Королькова,2018-06-16,smart
1103,52,,Екатеринбург,Эльвира,Лобанова,2018-12-04,smart
1104,60,,Нижний Тагил,Габриэль,Поляков,2018-02-21,ultra
1105,51,,Улан-Удэ,Рузана,Рыбакова,2018-09-29,smart
1106,67,,Калуга,Исаак,Костин,2018-04-26,ultra
1107,45,,Орёл,Руслан,Воронин,2018-07-20,smart
1108,70,,Москва,Рафаил,Болдырев,2018-11-01,smart
1109,64,,Санкт-Петербург,Екатерина,Андрющенко,2018-02-23,smart
1110,26,,Петрозаводск,Матвей,Александрович,2018-05-06,smart
1111,43,,Казань,Милана,Макарова,2018-11-16,smart
1112,51,,Ульяновск,Арнольд,Казанцев,2018-09-04,smart
1113,52,,Чита,Харитон,Булгаков,2018-01-24,smart
1114,53,,Пермь,Маргарита,Колесова,2018-07-26,smart
1115,71,,Москва,Рашид,Толкачев,2018-07-28,smart
1116,65,,Петрозаводск,Альберта,Шевцова,2018-04-17,smart
1117,42,,Тюмень,Дана,Меркулова,2018-12-10,smart
1118,65,,Казань,Вера,Латышева,2018-03-06,smart
1119,53,,Петрозаводск,Олег,Сухарев,2018-04-22,smart
1120,25,,Краснодар,Агнесса,Абдулина,2018-01-24,ultra
1121,62,,Белгород,Марта,Афанасова,2018-05-04,smart
1122,60,,Воронеж,Иулиан,Булгаков,2018-11-07,ultra
1123,74,,Краснодар,Вениамин,Устинов,2018-03-18,smart
1124,54,,Махачкала,Альбин,Андрианов,2018-09-24,ultra
1125,69,,Волгоград,Сабина,Озерова,2018-09-01,smart
1126,71,,Санкт-Петербург,Яна,Арсенкова,2018-01-19,ultra
1127,26,,Казань,Альберта,Ильина,2018-04-11,smart
1128,51,2018-12-23,Волжский,Ксения,Агаева,2018-12-15,ultra
1129,48,,Курган,Анвар,Морозов,2018-12-17,smart
1130,58,,Тюмень,Инара,Крюкова,2018-04-01,smart
1131,36,,Чита,Нина,Афонасьева,2018-12-08,smart
1132,24,,Москва,Маргарита,Алехина,2018-09-01,smart
1133,70,,Барнаул,Надежда,Аникина,2018-10-19,smart
1134,65,,Красноярск,Марьяна,Авросимова,2018-01-16,smart
1135,64,,Архангельск,Милена,Воронина,2018-01-29,smart
1136,39,,Липецк,Пётр,Левин,2018-11-19,smart
1137,64,,Кемерово,Ким,Артёшин,2018-12-02,smart
1138,23,,Екатеринбург,Леся,Ерофеева,2018-07-13,smart
1139,22,,Казань,Светлана,Корнеева,2018-11-09,smart
1140,22,,Киров,Леонид,Ахматулин,2018-12-31,smart
1141,52,,Москва,Клариса,Короткова,2018-12-02,smart
1142,51,,Новосибирск,Симона,Алешкова,2018-03-24,smart
1143,64,,Пермь,Арсен,Покровский,2018-04-27,ultra
1144,65,,Улан-Удэ,Ефим,Ефремов,2018-04-29,smart
1145,45,,Тюмень,Юлий,Алешин,2018-04-11,smart
1146,72,,Санкт-Петербург,Владислав,Никонов,2018-05-25,smart
1147,63,,Якутск,Владимир,Синицын,2018-07-09,smart
1148,23,,Тольятти,Евдокия,Киреева,2018-04-17,ultra
1149,23,,Мурманск,Алиса,Алексеенко,2018-05-19,smart
1150,58,,Сургут,Майя,Муравьева,2018-08-05,ultra
1151,39,,Пенза,Лариса,Молчанова,2018-09-15,ultra
1152,44,,Мурманск,Марина,Щербакова,2018-02-05,ultra
1153,59,,Ульяновск,Евдокия,Одинцова,2018-10-18,smart
1154,19,,Волжский,Марина,Тихомирова,2018-06-02,smart
1155,71,,Ставрополь,Александр,Чернов,2018-01-02,smart
1156,63,,Набережные Челны,Валерий,Галкин,2018-11-12,ultra
1157,27,,Москва,Виктория,Белоусова,2018-02-23,smart
1158,45,,Новокузнецк,Игорь,Андрейчук,2018-02-03,smart
1159,64,,Красноярск,Эльга,Аничкина,2018-11-28,smart
1160,73,,Ульяновск,Борис,Авдонюшкин,2018-07-03,smart
1161,65,2018-11-07,Набережные Челны,Татьяна,Голованова,2018-07-03,smart
1162,63,,Москва,Марта,Минаева,2018-10-09,smart
1163,21,2018-12-16,Москва,Лев,Вишневский,2018-11-03,smart
1164,49,,Магнитогорск,Геральд,Лебедев,2018-04-03,smart
1165,19,,Самара,Алексей,Медведев,2018-10-14,ultra
1166,48,,Нижний Новгород,Святослав,Жданов,2018-08-17,ultra
1167,30,,Кемерово,Клавдия,Абдулина,2018-09-29,ultra
1168,28,,Кострома,Лилия,Ананьева,2018-01-24,ultra
1169,52,,Сочи,Георгина,Карташова,2018-06-25,smart
1170,69,,Новосибирск,Вадим,Козлов,2018-12-20,smart
1171,47,,Москва,Каролина,Иванова,2018-03-20,smart
1172,40,,Санкт-Петербург,Алан,Карасев,2018-05-05,smart
1173,46,,Красноярск,Агафья,Григорьева,2018-06-21,smart
1174,29,,Санкт-Петербург,Лолита,Розанова,2018-02-17,smart
1175,22,,Москва,Юлий,Марков,2018-04-08,smart
1176,37,,Волгоград,Радим,Куприянов,2018-01-20,smart
1177,75,,Новосибирск,Лолита,Аничкина,2018-06-19,smart
1178,56,,Москва,Наталья,Жарова,2018-05-15,smart
1179,43,,Вологда,Дана,Астапенко,2018-04-19,smart
1180,27,,Москва,Лев,Мишин,2018-02-02,ultra
1181,37,,Омск,Рем,Аврорин,2018-11-23,smart
1182,29,,Уфа,Габриель,Агаев,2018-10-05,ultra
1183,20,,Владивосток,Снежана,Озерова,2018-07-12,smart
1184,21,,Барнаул,Снежана,Тарасова,2018-09-03,smart
1185,26,,Санкт-Петербург,Мануэла,Родина,2018-04-13,ultra
1186,21,,Самара,Рэм,Абакумов,2018-02-02,smart
1187,60,,Рязань,Виталий,Овчинников,2018-08-22,smart
1188,41,,Санкт-Петербург,Габриэль,Соколов,2018-02-04,smart
1189,39,,Санкт-Петербург,Аюна,Зубкова,2018-01-30,smart
1190,65,,Москва,Рауль,Абоимов,2018-12-07,smart
1191,64,2018-10-03,Набережные Челны,Александр,Акиндинов,2018-06-30,smart
1192,41,,Сургут,Степан,Мальцев,2018-12-04,ultra
1193,55,,Тамбов,Арсен,Безруков,2018-01-01,smart
1194,70,,Москва,Егор,Наумов,2018-12-03,smart
1195,19,,Москва,Веселина,Петухова,2018-10-14,smart
1196,25,,Воронеж,Фёдор,Чернышев,2018-05-28,ultra
1197,34,,Красноярск,Демьян,Черняев,2018-06-18,smart
1198,26,,Ярославль,Эдуард,Швецов,2018-08-15,smart
1199,27,,Чебоксары,Агата,Демьянова,2018-09-10,smart
1200,36,,Санкт-Петербург,Тамара,Ларионова,2018-04-28,ultra
1201,32,2018-12-03,Москва,Геннадий,Веселов,2018-08-06,ultra
1202,22,,Владивосток,Адам,Адаменко,2018-09-20,smart
1203,39,,Москва,Владимир,Григорьев,2018-03-13,ultra
1204,18,,Москва,Мирослава,Лазарева,2018-01-04,smart
1205,57,,Москва,Лия,Семина,2018-10-21,smart
1206,35,2018-12-20,Москва,Елена,Шарапова,2018-11-03,smart
1207,57,,Балашиха,Яна,Зеленина,2018-08-12,smart
1208,69,,Пермь,Ева,Сахарова,2018-03-24,ultra
1209,27,,Омск,Альбин,Сорокин,2018-06-02,smart
1210,33,,Севастополь,Евфросинья,Серебрякова,2018-07-29,smart
1211,62,,Калуга,Арина,Азимова,2018-06-20,smart
1212,21,,Саранск,Руслан,Пономарев,2018-11-09,smart
1213,26,,Ставрополь,Гайдар,Соловьев,2018-08-17,smart
1214,42,,Калининград,Артемий,Муравьёв,2018-07-05,smart
1215,55,,Рязань,Руслан,Алиев,2018-08-12,smart
1216,74,,Волгоград,Рустам,Малинин,2018-11-23,smart
1217,42,,Ульяновск,Ермолай,Сазонов,2018-02-23,smart
1218,71,,Екатеринбург,Снежана,Мамонтова,2018-07-14,smart
1219,75,,Киров,Кузьма,Некрасов,2018-01-21,smart
1220,59,,Ростов-на-Дону,Рубен,Астапов,2018-11-22,smart
1221,40,,Белгород,Джемма,Сафонова,2018-06-03,smart
1222,44,,Уфа,Пётр,Булгаков,2018-08-30,ultra
1223,20,,Стерлитамак,Алан,Панфилов,2018-12-12,smart
1224,58,,Магнитогорск,Ахмет,Тарасов,2018-04-24,smart
1225,71,,Оренбург,Даниэла,Горбачева,2018-04-26,ultra
1226,19,,Новосибирск,Альбин,Бобылёв,2018-06-01,ultra
1227,66,,Санкт-Петербург,Раиса,Калинина,2018-01-09,smart
1228,28,,Нижний Новгород,Денис,Алфимов,2018-04-17,smart
1229,24,,Москва,Нелли,Зубкова,2018-10-29,smart
1230,44,,Томск,Ренальд,Капустин,2018-09-15,smart
1231,63,,Чебоксары,Касьян,Авдюков,2018-05-23,ultra
1232,60,2018-11-30,Томск,Виктория,Ларина,2018-10-07,smart
1233,28,,Воронеж,Сара,Алфимова,2018-05-23,smart
1234,54,,Магнитогорск,Роксана,Алексеева,2018-12-19,ultra
1235,26,,Москва,Агафья,Басова,2018-10-06,smart
1236,30,,Москва,Леон,Демидов,2018-12-22,smart
1237,43,,Москва,Алина,Кошелева,2018-11-04,smart
1238,57,,Ростов-на-Дону,Радислав,Наумов,2018-01-08,smart
1239,68,,Самара,Даниил,Ёрохов,2018-06-12,smart
1240,30,,Воронеж,Зинаида,Шарова,2018-02-27,ultra
1241,71,,Новосибирск,Инна,Андреенко,2018-05-02,smart
1242,39,2018-12-21,Хабаровск,Радим,Федосеев,2018-11-18,smart
1243,74,,Пермь,Артём,Леонтьев,2018-06-01,ultra
1244,68,,Москва,Геральд,Макеев,2018-05-09,smart
1245,32,,Москва,Маргарита,Коновалова,2018-09-10,ultra
1246,27,,Санкт-Петербург,Марта,Ситникова,2018-09-26,smart
1247,19,,Москва,Адам,Тарасов,2018-05-23,smart
1248,51,,Москва,Анатолий,Минаев,2018-05-28,smart
1249,25,,Курск,Изольда,Авдушева,2018-08-14,smart
1250,20,,Смоленск,Лия,Ракова,2018-04-11,smart
1251,48,,Пермь,Роксана,Тетерина,2018-02-13,smart
1252,49,,Ростов-на-Дону,Лейла,Ерофеева,2018-12-02,smart
1253,29,,Астрахань,Алла,Масленникова,2018-08-06,ultra
1254,75,2018-08-17,Москва,Александра,Сухарева,2018-01-04,ultra
1255,40,2018-09-02,Саранск,Серафима,Пономарева,2018-02-19,ultra
1256,55,,Санкт-Петербург,Алевтина,Панфилова,2018-09-28,smart
1257,21,,Санкт-Петербург,Габриель,Жданов,2018-06-17,ultra
1258,52,,Санкт-Петербург,Валерий,Беляев,2018-12-31,smart
1259,33,,Санкт-Петербург,Эмилия,Третьякова,2018-11-04,ultra
1260,56,,Москва,Афанасий,Горбунов,2018-07-16,smart
1261,46,,Казань,Мадина,Пантелеева,2018-10-30,smart
1262,21,,Ульяновск,Антонина,Ларина,2018-03-17,smart
1263,32,,Балашиха,Ермолай,Зайцев,2018-04-30,smart
1264,47,,Хабаровск,Саида,Жукова,2018-04-22,smart
1265,24,2018-10-04,Омск,Радим,Адамов,2018-06-24,ultra
1266,32,,Калуга,Тала,Антропова,2018-07-20,smart
1267,63,,Екатеринбург,Яна,Седова,2018-08-05,smart
1268,18,,Москва,Трофим,Трошин,2018-05-28,smart
1269,31,,Омск,Аким,Ахмадулин,2018-07-17,smart
1270,18,,Нижневартовск,Мальвина,Вешнякова,2018-07-01,ultra
1271,69,2018-11-13,Челябинск,Аурелия,Чижова,2018-07-14,ultra
1272,61,,Пенза,Мстислав,Демьянов,2018-08-29,ultra
1273,46,,Курган,Рэм,Корнилов,2018-05-15,ultra
1274,53,,Волгоград,Аксён,Еремин,2018-05-03,smart
1275,48,,Москва,Семён,Елизаров,2018-04-24,smart
1276,30,,Москва,Михаил,Крюков,2018-10-05,ultra
1277,30,,Новосибирск,Валерия,Андреенко,2018-02-19,ultra
1278,46,,Новокузнецк,Леонид,Троицкий,2018-12-23,smart
1279,41,,Омск,Лолита,Киреева,2018-08-13,smart
1280,53,,Астрахань,Артемий,Худяков,2018-07-18,smart
1281,62,,Нижний Новгород,Сара,Зимина,2018-06-09,ultra
1282,59,,Ульяновск,Артём,Аракчеев,2018-01-21,smart
1283,50,,Москва,Юлий,Крючков,2018-09-07,smart
1284,62,,Волгоград,Евфросинья,Петухова,2018-03-16,smart
1285,44,,Краснодар,Ефим,Амельченко,2018-02-20,smart
1286,19,,Москва,Рашид,Троицкий,2018-11-27,smart
1287,39,,Севастополь,Вениамин,Мишин,2018-09-23,smart
1288,63,,Улан-Удэ,Григорий,Давыдов,2018-09-09,smart
1289,20,,Москва,Таисия,Богданова,2018-09-01,ultra
1290,68,,Нижний Новгород,Арсений,Безруков,2018-05-11,smart
1291,73,,Москва,Мануэла,Анищенко,2018-02-08,smart
1292,63,,Красноярск,Веселина,Алексеенко,2018-02-21,ultra
1293,39,2018-11-22,Санкт-Петербург,Эдита,Дубинина,2018-09-05,smart
1294,66,,Владивосток,Дебора,Асафьева,2018-02-20,ultra
1295,19,,Краснодар,Олеся,Зимина,2018-09-19,smart
1296,60,,Москва,Альфред,Черный,2018-06-05,smart
1297,66,,Иркутск,Радим,Абрамцев,2018-12-04,smart
1298,29,,Новосибирск,Надежда,Чеснокова,2018-07-26,smart
1299,37,,Уфа,Мариетта,Симонова,2018-01-27,smart
1300,40,,Москва,Тихон,Азерников,2018-07-26,ultra
1301,26,,Махачкала,Наида,Авраменко,2018-09-27,smart
1302,43,,Уфа,Владислав,Абаимов,2018-01-23,smart
1303,36,,Смоленск,Алевтина,Абакшина,2018-07-25,ultra
1304,68,,Владимир,Илья,Соловьёв,2018-11-05,ultra
1305,37,,Москва,Эмилия,Лаптева,2018-10-25,smart
1306,21,,Чита,Радим,Попов,2018-11-30,smart
1307,53,,Самара,Симона,Авсейкина,2018-05-04,smart
1308,52,,Москва,Инесса,Корнилова,2018-01-04,smart
1309,28,,Казань,Юлия,Касьянова,2018-10-05,ultra
1310,28,,Уфа,Рудольф,Нестеров,2018-03-22,ultra
1311,33,,Тверь,Лолита,Крылова,2018-08-03,smart
1312,21,,Санкт-Петербург,Тамара,Поликарпова,2018-07-29,smart
1313,56,,Ставрополь,Онисим,Суслов,2018-10-24,smart
1314,27,,Киров,Максим,Амелишко,2018-03-04,smart
1315,49,,Владивосток,Инга,Агапеева,2018-07-14,smart
1316,42,,Улан-Удэ,Аурелия,Алымова,2018-11-29,smart
1317,45,,Москва,Всеволод,Зыков,2018-07-09,smart
1318,53,,Курган,Марьяна,Анищенко,2018-03-22,ultra
1319,70,,Санкт-Петербург,Харитон,Парфенов,2018-08-24,smart
1320,38,,Балашиха,Рубен,Киселёв,2018-09-10,smart
1321,29,,Москва,Онисим,Софронов,2018-02-04,smart
1322,45,,Балашиха,Александр,Сальников,2018-09-09,smart
1323,67,,Челябинск,Эсмеральда,Носкова,2018-08-02,smart
1324,25,,Череповец,Дайна,Березина,2018-05-28,smart
1325,63,,Новосибирск,Артём,Федосеев,2018-06-12,ultra
1326,37,,Санкт-Петербург,Леонид,Барсуков,2018-05-29,smart
1327,45,,Новороссийск,Клавдия,Севастьянова,2018-04-09,smart
1328,44,,Мурманск,Рауль,Аркадьев,2018-10-16,ultra
1329,36,,Набережные Челны,Юна,Золотова,2018-10-08,smart
1330,65,,Нижний Новгород,Изольда,Алфимова,2018-02-02,ultra
1331,26,,Москва,Юлия,Малинина,2018-04-12,ultra
1332,23,,Москва,Джозефина,Тетерина,2018-05-28,smart
1333,58,,Москва,Вера,Антонова,2018-09-28,ultra
1334,45,,Владивосток,Пётр,Минаев,2018-11-16,smart
1335,55,,Москва,Аурелия,Голованова,2018-06-26,ultra
1336,27,,Уфа,Авксентий,Алексеичев,2018-12-31,ultra
1337,42,,Вологда,Олег,Суслов,2018-01-15,smart
1338,64,,Москва,Павел,Орлов,2018-05-11,smart
1339,52,,Москва,Григорий,Вишневский,2018-08-14,smart
1340,50,,Пенза,Тимофей,Алютин,2018-01-30,smart
1341,71,,Москва,Виктор,Кузнецов,2018-06-22,ultra
1342,20,,Новосибирск,Валентина,Казакова,2018-10-18,smart
1343,30,2018-10-28,Кострома,Анита,Верещагина,2018-08-15,ultra
1344,60,,Воронеж,Илзе,Игнатьева,2018-04-03,ultra
1345,31,,Москва,Галина,Ёркина,2018-06-01,smart
1346,69,,Саратов,Адам,Антропов,2018-07-03,ultra
1347,29,,Москва,Лола,Фокина,2018-11-01,ultra
1348,55,,Москва,Вероника,Громова,2018-10-07,ultra
1349,67,,Севастополь,Гайдар,Курочкин,2018-12-18,ultra
1350,40,,Омск,Варвара,Козырева,2018-08-30,ultra
1351,39,,Казань,Анфиса,Вешнякова,2018-11-16,smart
1352,53,,Рязань,Кристина,Румянцева,2018-04-17,ultra
1353,57,2018-11-26,Санкт-Петербург,Доминика,Анищенко,2018-04-22,smart
1354,56,,Сочи,Лола,Кулагина,2018-08-19,smart
1355,33,2018-11-27,Киров,Сара,Абрикосова,2018-07-21,smart
1356,75,,Москва,Евгений,Гончаров,2018-04-18,ultra
1357,37,,Томск,Касьян,Ермилов,2018-09-02,smart
1358,64,,Ставрополь,Демьян,Логинов,2018-02-21,smart
1359,52,,Москва,Константин,Абашкин,2018-07-27,smart
1360,46,,Санкт-Петербург,Лаура,Макарова,2018-03-18,ultra
1361,38,,Екатеринбург,Рената,Кошелева,2018-09-09,ultra
1362,47,,Владимир,Нина,Колесова,2018-08-02,smart
1363,69,,Нижний Тагил,Оксана,Болдырева,2018-03-04,ultra
1364,74,,Екатеринбург,Мстислав,Алексеенко,2018-08-29,ultra
1365,38,,Ростов-на-Дону,Георгий,Вишняков,2018-10-31,smart
1366,43,,Санкт-Петербург,Василиса,Фетисова,2018-06-14,smart
1367,43,2018-11-16,Москва,Всеволод,Антоненко,2018-09-14,ultra
1368,50,,Омск,Розалия,Гришина,2018-12-14,smart
1369,31,,Краснодар,Валерий,Соловьев,2018-08-18,ultra
1370,48,2018-10-27,Новороссийск,Гектор,Сысоев,2018-02-06,smart
1371,50,2018-12-30,Омск,Ириней,Трофимов,2018-12-25,smart
1372,71,,Магнитогорск,Лидия,Авраамова,2018-01-23,smart
1373,34,,Улан-Удэ,Нелли,Афанасенко,2018-01-17,smart
1374,67,,Махачкала,Леонид,Аркадьев,2018-04-01,smart
1375,53,,Пенза,Мария,Акимычева,2018-01-04,ultra
1376,46,,Самара,Пётр,Акимов,2018-05-31,smart
1377,59,,Брянск,Альфред,Семин,2018-02-25,ultra
1378,21,,Иркутск,Евгения,Бычкова,2018-01-19,smart
1379,39,,Москва,Нелли,Кочергина,2018-08-09,ultra
1380,45,,Ростов-на-Дону,Доминика,Карасева,2018-05-07,ultra
1381,64,,Москва,Тамара,Серебрякова,2018-01-13,ultra
1382,42,,Самара,Оксана,Нестерова,2018-03-26,ultra
1383,41,,Ульяновск,Юна,Сомова,2018-10-24,smart
1384,42,,Нижний Новгород,Кристина,Касьянова,2018-04-27,smart
1385,26,,Москва,Алиса,Дубинина,2018-01-13,ultra
1386,21,,Новосибирск,Фаддей,Родионов,2018-08-13,smart
1387,74,,Краснодар,Габриель,Зуев,2018-12-21,smart
1388,24,,Вологда,Рустам,Левин,2018-08-27,smart
1389,29,,Москва,Надежда,Латышева,2018-07-20,smart
1390,56,,Санкт-Петербург,Лидия,Беляева,2018-07-30,smart
1391,47,,Стерлитамак,Герасим,Аркадьев,2018-05-12,ultra
1392,54,2018-09-27,Челябинск,Алла,Беликова,2018-02-27,ultra
1393,56,,Краснодар,Артём,Зубков,2018-02-17,smart
1394,47,,Орёл,Ксения,Жукова,2018-01-12,smart
1395,66,,Москва,Радомир,Кондратов,2018-01-06,smart
1396,23,,Пенза,Эльга,Савельева,2018-01-12,ultra
1397,47,,Воронеж,Инна,Чистякова,2018-12-22,ultra
1398,58,,Махачкала,Рауль,Ахмедов,2018-12-06,smart
1399,31,2018-12-25,Уфа,Алиса,Абрашина,2018-11-06,ultra
1400,71,,Москва,Ренат,Артёмов,2018-08-24,smart
1401,42,,Москва,Владислава,Васильева,2018-01-24,smart
1402,23,,Пенза,Мариетта,Измайлова,2018-03-09,ultra
1403,18,,Брянск,Ахмет,Амелин,2018-05-20,ultra
1404,61,,Иркутск,Роберт,Уваров,2018-04-18,smart
1405,54,,Набережные Челны,Элина,Белова,2018-10-08,ultra
1406,68,,Казань,Станислав,Семёнов,2018-12-15,smart
1407,40,,Челябинск,Элла,Пирогова,2018-08-14,smart
1408,53,,Самара,Касьян,Кукушкин,2018-05-27,smart
1409,42,,Набережные Челны,Даниил,Алиев,2018-03-14,smart
1410,25,,Нижний Тагил,Гарри,Ильин,2018-08-28,smart
1411,36,,Грозный,Берта,Прокофьева,2018-07-13,smart
1412,63,,Волгоград,Геодар,Афонин,2018-06-05,ultra
1413,37,,Новосибирск,Леон,Фролов,2018-08-19,smart
1414,70,,Владимир,Александра,Лобанова,2018-05-05,smart
1415,41,,Москва,Андрей,Лукин,2018-06-29,ultra
1416,50,2018-12-14,Санкт-Петербург,Валерия,Ёлчина,2018-07-16,ultra
1417,34,,Тольятти,Исак,Макаров,2018-07-19,smart
